NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
C1755915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/15/2015 05:46:40 AM,03/15/2015 05:51:05 AM,03/15/2015 06:01:00 AM,03/15/2015 06:16:52 AM,NAT,Necessary Action Taken,N,8G01,Julia St & Tchoupitoulas St,70130,8,"(0.0, 0.0)"
C1756515,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,03/15/2015 06:04:21 AM,03/15/2015 01:51:46 PM,03/15/2015 01:59:03 PM,03/15/2015 06:20:52 PM,NAT,Necessary Action Taken,N,3P02,036XX Bruxelles St,70122,3,"(0.0, 0.0)"
C1756915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/15/2015 06:13:02 AM,03/15/2015 06:23:24 AM,03/15/2015 06:40:23 AM,03/15/2015 07:06:22 AM,UNF,UNFOUNDED,N,7K04,145XX Hayne Blvd,70128,7,"(0.0, 0.0)"
C1761515,103M,MENTAL PATIENT,1A,66,EXTORTION (THREATS),1F,37369000,3513814,03/15/2015 07:55:48 AM,03/15/2015 08:33:08 AM,03/15/2015 08:48:50 AM,03/15/2015 10:22:12 AM,RTF,REPORT TO FOLLOW,N,6F02,023XX Harmony St,70115,6,"(0.0, 0.0)"
C1762815,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,03/15/2015 08:22:15 AM,03/15/2015 08:31:17 AM,03/15/2015 08:39:57 AM,03/15/2015 08:45:37 AM,NAT,Necessary Action Taken,N,5G04,017XX Louisa St,70117,5,"(0.0, 0.0)"
C1764915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/15/2015 08:51:25 AM,03/15/2015 08:51:50 AM,03/15/2015 08:54:05 AM,03/15/2015 09:08:31 AM,NAT,Necessary Action Taken,N,1M05,027XX Canal St,70119,1,"(0.0, 0.0)"
C1774015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/15/2015 10:42:41 AM,03/15/2015 10:47:52 AM,03/15/2015 10:58:28 AM,03/15/2015 11:43:10 AM,NAT,Necessary Action Taken,N,7L02,139XX My-Viet Dr,70129,7,"(0.0, 0.0)"
C1774915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/15/2015 11:05:17 AM,03/15/2015 11:05:21 AM,03/15/2015 11:06:17 AM,03/15/2015 11:50:14 AM,NAT,Necessary Action Taken,N,8D05,Conti St & Royal St,70130,8,"(0.0, 0.0)"
C1775815,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/15/2015 11:10:40 AM,03/15/2015 11:50:30 AM,03/15/2015 11:57:38 AM,03/15/2015 12:45:26 PM,NAT,Necessary Action Taken,N,5A02,016XX N Derbigny St,70116,5,"(0.0, 0.0)"
C1778915,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,03/15/2015 11:54:58 AM,03/15/2015 01:33:25 PM,03/15/2015 01:40:07 PM,03/15/2015 02:32:54 PM,NAT,Necessary Action Taken,N,1C01,016XX N Broad St,70119,1,"(0.0, 0.0)"
C1780615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/15/2015 12:15:11 PM,,03/15/2015 12:29:21 PM,03/15/2015 12:46:44 PM,NAT,Necessary Action Taken,N,8F04,010XX Franklin Ave,70117,8,"(0.0, 0.0)"
C1781815,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/15/2015 12:28:03 PM,03/15/2015 12:33:06 PM,03/15/2015 12:49:07 PM,03/15/2015 01:09:36 PM,NAT,Necessary Action Taken,N,4D05,053XX Tullis Dr,70131,4,"(0.0, 0.0)"
C1785115,103M,MENTAL PATIENT,1A,100,HIT & RUN,1E,37369000,3513814,03/15/2015 01:01:04 PM,03/15/2015 01:31:45 PM,03/15/2015 01:43:12 PM,03/15/2015 02:49:49 PM,NAT,Necessary Action Taken,N,3G01,001XX Robert E Lee Blvd,70124,3,"(0.0, 0.0)"
C1788215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/15/2015 01:30:35 PM,,03/15/2015 01:30:35 PM,03/15/2015 01:49:34 PM,NAT,Necessary Action Taken,Y,8C01,Iberville St & Dorsiere St,,8,"(0.0, 0.0)"
C1789415,24,MEDICAL,2B,107,SUSPICIOUS PERSON,2A,37369000,3513814,03/15/2015 01:41:43 PM,03/15/2015 01:59:32 PM,,03/15/2015 02:02:54 PM,NAT,Necessary Action Taken,N,5G01,019XX Marigny St,70117,5,"(0.0, 0.0)"
C1789615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/15/2015 01:43:04 PM,,03/15/2015 01:43:04 PM,03/15/2015 02:08:48 PM,NAT,Necessary Action Taken,Y,1E03,Orleans Ave & N Claiborne Ave,70116,1,"(0.0, 0.0)"
C1795415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/15/2015 02:56:02 PM,03/15/2015 03:18:00 PM,03/15/2015 03:19:39 PM,03/15/2015 03:23:29 PM,GOA,GONE ON ARRIVAL,N,3Q02,021XX Filmore Ave,,3,"(0.0, 0.0)"
C1805215,103M,MENTAL PATIENT,1A,103,DISTURBANCE (OTHER),2A,37369000,3513814,03/15/2015 04:31:14 PM,03/15/2015 04:33:49 PM,,03/15/2015 06:06:32 PM,RTF,REPORT TO FOLLOW,N,5A03,019XX Allen St,70116,5,"(0.0, 0.0)"
C1806915,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/15/2015 04:52:10 PM,03/15/2015 04:55:41 PM,03/15/2015 05:05:04 PM,03/15/2015 05:30:06 PM,GOA,GONE ON ARRIVAL,N,3Y03,024XX Lavender St,70122,3,"(0.0, 0.0)"
C1807615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/15/2015 04:58:47 PM,03/15/2015 04:58:47 PM,03/15/2015 05:00:21 PM,03/15/2015 06:17:45 PM,NAT,Necessary Action Taken,N,6J02,026XX Martin Luther King Jr Blvd,70113,6,"(0.0, 0.0)"
C1824215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/15/2015 07:31:19 PM,,03/15/2015 07:31:19 PM,03/15/2015 08:43:15 PM,NAT,Necessary Action Taken,Y,3U04,043XX Chef Menteur Hwy,70126,3,"(0.0, 0.0)"
C1826715,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,2A,37369000,3513814,03/15/2015 07:46:03 PM,03/15/2015 08:18:36 PM,,03/15/2015 08:18:39 PM,GOA,GONE ON ARRIVAL,N,4D03,003XX Huntlee Dr,70131,4,"(0.0, 0.0)"
C1833415,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/15/2015 08:34:14 PM,03/15/2015 08:36:09 PM,,03/15/2015 08:50:16 PM,UNF,UNFOUNDED,N,7F01,086XX Chef Menteur Hwy,,7,"(0.0, 0.0)"
C1833815,18,TRAFFIC INCIDENT,1H,18,TRAFFIC INCIDENT,1H,37369000,3513814,03/15/2015 08:37:57 PM,,03/15/2015 08:37:57 PM,03/15/2015 08:56:03 PM,NAT,Necessary Action Taken,Y,,Bullard & Levee,,0,"(0.0, 0.0)"
C1845715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/15/2015 10:27:30 PM,03/15/2015 10:27:41 PM,03/15/2015 10:27:30 PM,03/15/2015 10:32:42 PM,GOA,GONE ON ARRIVAL,Y,8D05,005XX Bourbon St,70112,8,"(0.0, 0.0)"
C1845915,29S,SUICIDE,2A,29S,SUICIDE,2A,37369000,3513814,03/15/2015 10:27:59 PM,03/15/2015 10:29:22 PM,03/15/2015 10:38:22 PM,03/15/2015 11:48:53 PM,RTF,REPORT TO FOLLOW,N,4J01,028XX General Collins Ave,70114,4,"(0.0, 0.0)"
C1847815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/15/2015 10:53:18 PM,03/15/2015 10:57:54 PM,,03/15/2015 11:34:54 PM,NAT,Necessary Action Taken,N,8I01,Union St & Carondelet St,70112,8,"(0.0, 0.0)"
C1851615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/15/2015 11:32:33 PM,,03/15/2015 11:32:33 PM,03/16/2015 12:07:06 AM,NAT,Necessary Action Taken,Y,8D01,001XX Bourbon St,70130,8,"(0.0, 0.0)"
C1853915,103M,MENTAL PATIENT,1A,103F,FIGHT,2B,37369000,3513814,03/15/2015 11:50:37 PM,03/15/2015 11:51:15 PM,03/15/2015 11:50:37 PM,03/16/2015 02:23:52 AM,RTF,REPORT TO FOLLOW,Y,8D05,Conti St & Bourbon St,70112,8,"(0.0, 0.0)"
C1857715,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/16/2015 12:45:47 AM,03/16/2015 09:24:48 AM,03/16/2015 09:36:28 AM,03/16/2015 09:41:09 AM,UNF,UNFOUNDED,N,3Y01,030XX Mandeville St,70122,3,"(0.0, 0.0)"
C1858515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/16/2015 12:50:04 AM,,03/16/2015 12:50:04 AM,03/16/2015 12:57:09 AM,NAT,Necessary Action Taken,Y,8C01,Magazine St & Canal St,70130,8,"(0.0, 0.0)"
C1859615,24,MEDICAL,2B,103M,MENTAL PATIENT,2A,37369000,3513814,03/16/2015 01:08:04 AM,03/16/2015 01:11:55 AM,03/16/2015 01:22:13 AM,03/16/2015 01:40:33 AM,NAT,Necessary Action Taken,N,4E04,066XX Brunswick Ct,70131,4,"(0.0, 0.0)"
C1876515,103M,MENTAL PATIENT,1A,56,SIMPLE CRIMINAL DAMAGE,2A,37369000,3513814,03/16/2015 07:15:06 AM,03/16/2015 07:28:26 AM,03/16/2015 08:49:51 AM,03/16/2015 09:21:21 AM,NAT,Necessary Action Taken,N,1J02,019XX Governor Nicholls St,70116,1,"(0.0, 0.0)"
C1879515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/16/2015 08:02:55 AM,03/16/2015 08:05:07 AM,03/16/2015 08:21:08 AM,03/16/2015 08:25:25 AM,NAT,Necessary Action Taken,N,8G03,007XX Camp St,70130,8,"(0.0, 0.0)"
C1881715,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/16/2015 08:27:52 AM,,03/16/2015 08:27:52 AM,03/16/2015 09:51:14 AM,RTF,REPORT TO FOLLOW,Y,6K01,032XX Toledano St,70125,6,"(0.0, 0.0)"
C1890515,21,COMPLAINT OTHER,1H,21,COMPLAINT OTHER,1H,0,0,03/16/2015 10:06:15 AM,,03/16/2015 10:06:15 AM,03/16/2015 10:07:47 AM,VOI,VOID,Y,,Tul & Dal,,0,
C1895115,42,AGGRAVATED RAPE,2A,21,COMPLAINT OTHER,2A,37369000,3513814,03/16/2015 10:53:35 AM,03/16/2015 10:55:07 AM,03/16/2015 10:58:19 AM,03/16/2015 01:15:48 PM,RTF,REPORT TO FOLLOW,N,7R04,068XX Tara Ln,70127,7,"(0.0, 0.0)"
C1898015,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/16/2015 11:31:41 AM,03/16/2015 12:25:50 PM,03/16/2015 12:25:55 PM,03/16/2015 01:50:15 PM,RTF,REPORT TO FOLLOW,N,5A01,017XX Marais St,70116,5,"(0.0, 0.0)"
C2006215,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/17/2015 08:11:34 AM,,,03/17/2015 09:12:33 AM,VOI,VOID,N,1C02,017XX N Broad St,70119,1,"(0.0, 0.0)"
C1907315,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,03/16/2015 12:50:22 PM,03/16/2015 12:53:03 PM,,03/16/2015 12:53:11 PM,NAT,Necessary Action Taken,N,4D03,020XX Easter Ln,70114,4,"(0.0, 0.0)"
C1911515,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/16/2015 01:29:56 PM,03/16/2015 01:32:26 PM,03/16/2015 01:33:32 PM,03/16/2015 01:35:09 PM,GOA,GONE ON ARRIVAL,N,8E02,Burgundy St & Ursulines Ave,70116,8,"(0.0, 0.0)"
C1914015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/16/2015 01:46:18 PM,,03/16/2015 01:46:18 PM,03/16/2015 02:02:02 PM,NAT,Necessary Action Taken,Y,8I01,007XX Blk Canal St,70130,8,"(0.0, 0.0)"
C1915015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/16/2015 01:53:32 PM,03/16/2015 01:55:49 PM,03/16/2015 02:10:44 PM,03/16/2015 02:44:16 PM,NAT,Necessary Action Taken,N,5G02,020XX Arts St,70117,5,"(0.0, 0.0)"
C1915915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/16/2015 02:00:32 PM,03/16/2015 02:09:20 PM,03/16/2015 02:19:59 PM,03/16/2015 02:55:12 PM,NAT,Necessary Action Taken,N,8D06,007XX Saint Peter St,70130,8,"(0.0, 0.0)"
C1916715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/16/2015 02:06:18 PM,03/16/2015 02:07:04 PM,03/16/2015 02:12:09 PM,03/16/2015 02:15:02 PM,NAT,Necessary Action Taken,N,2V03,014XX S Jefferson Davis Pkwy,70125,2,"(0.0, 0.0)"
C1921015,18,TRAFFIC INCIDENT,1H,18,TRAFFIC INCIDENT,1H,37369000,3513814,03/16/2015 02:44:00 PM,,03/16/2015 02:44:00 PM,03/16/2015 07:14:56 PM,NAT,Necessary Action Taken,Y,,I-10 W & Mm240,,0,"(0.0, 0.0)"
C1921715,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/16/2015 02:47:00 PM,03/16/2015 03:21:44 PM,03/16/2015 03:55:31 PM,03/16/2015 04:41:38 PM,NAT,Necessary Action Taken,N,2V03,033XX Audubon St,70125,2,"(0.0, 0.0)"
C1922615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/16/2015 02:56:08 PM,,03/16/2015 02:56:08 PM,03/16/2015 03:19:17 PM,NAT,Necessary Action Taken,Y,6H04,013XX Simon Bolivar Ave,70113,6,"(0.0, 0.0)"
C1934115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/16/2015 04:25:53 PM,03/16/2015 04:31:48 PM,03/16/2015 04:40:39 PM,03/16/2015 08:40:12 PM,NAT,Necessary Action Taken,N,8I01,008XX Canal St,70112,8,"(0.0, 0.0)"
C1934615,103M,MENTAL PATIENT,1A,103,DISTURBANCE (OTHER),2A,37369000,3513814,03/16/2015 04:28:59 PM,03/16/2015 04:30:05 PM,03/16/2015 04:36:24 PM,03/16/2015 05:58:08 PM,NAT,Necessary Action Taken,N,4I02,001XX Westpark Ct,70114,4,"(0.0, 0.0)"
C1935015,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/16/2015 04:32:49 PM,03/16/2015 04:34:35 PM,03/16/2015 04:38:49 PM,03/16/2015 05:24:58 PM,NAT,Necessary Action Taken,N,2K04,S Claiborne Ave & S Carrollton Ave,70118,2,"(0.0, 0.0)"
C1937015,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,2A,37369000,3513814,03/16/2015 04:48:23 PM,,,03/16/2015 08:26:44 PM,VOI,VOID,N,7R08,055XX Read Blvd,70127,7,"(0.0, 0.0)"
C1937615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/16/2015 04:55:03 PM,03/16/2015 05:22:48 PM,03/16/2015 05:32:05 PM,03/16/2015 05:49:25 PM,NAT,Necessary Action Taken,N,7P03,070XX Bundy Rd,70127,7,"(0.0, 0.0)"
C1940415,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,03/16/2015 05:18:33 PM,03/16/2015 08:41:51 PM,03/16/2015 08:47:17 PM,03/16/2015 09:18:11 PM,NAT,Necessary Action Taken,N,5K02,022XX Saint Anthony St,70119,5,"(0.0, 0.0)"
C1944215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/16/2015 05:48:27 PM,03/16/2015 05:49:04 PM,,03/16/2015 06:10:56 PM,UNF,UNFOUNDED,N,7C03,039XX Downman Rd,70126,7,"(0.0, 0.0)"
C1955615,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/16/2015 07:10:21 PM,03/16/2015 07:11:00 PM,,03/16/2015 07:47:20 PM,RTF,REPORT TO FOLLOW,N,7K06,124XX Morrison Rd,70128,7,"(0.0, 0.0)"
C1957415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/16/2015 07:24:23 PM,03/16/2015 07:42:25 PM,03/16/2015 07:54:23 PM,03/16/2015 07:57:17 PM,NAT,Necessary Action Taken,N,7D02,078XX W Laverne St,70126,7,"(0.0, 0.0)"
C1958515,21J,MISSING JUVENILE,1A,21,COMPLAINT OTHER,1H,37369000,3513814,03/16/2015 07:35:27 PM,03/16/2015 07:35:27 PM,03/16/2015 07:35:32 PM,03/16/2015 08:45:34 PM,RTF,REPORT TO FOLLOW,N,4H02,028XX General Meyer Ave,70114,4,"(0.0, 0.0)"
C1965915,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/16/2015 08:38:24 PM,03/17/2015 03:29:53 AM,03/17/2015 03:45:08 AM,03/17/2015 04:33:20 AM,UNF,UNFOUNDED,N,7K04,079XX Buffalo Rd,70128,7,"(0.0, 0.0)"
C1971915,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,03/16/2015 09:47:16 PM,03/16/2015 09:54:18 PM,03/16/2015 09:59:01 PM,03/16/2015 11:13:22 PM,NAT,Necessary Action Taken,N,2N03,045XX S Claiborne Ave,70115,2,"(0.0, 0.0)"
C1972715,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/16/2015 09:54:20 PM,03/17/2015 08:24:16 AM,03/17/2015 08:27:55 AM,03/17/2015 08:38:17 AM,UNF,UNFOUNDED,N,5G02,020XX Spain St,70117,5,"(0.0, 0.0)"
C1975915,103M,MENTAL PATIENT,1A,66,EXTORTION (THREATS),1F,37369000,3513814,03/16/2015 10:29:36 PM,03/16/2015 11:20:39 PM,03/16/2015 11:49:22 PM,03/16/2015 11:59:10 PM,NAT,Necessary Action Taken,N,8D01,007XX Canal St,70130,8,"(0.0, 0.0)"
C1983915,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/17/2015 12:37:13 AM,03/17/2015 03:30:26 AM,03/17/2015 03:42:47 AM,03/17/2015 04:53:26 AM,RTF,REPORT TO FOLLOW,N,7I14,079XX Lehigh St,70127,7,"(0.0, 0.0)"
C1986915,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,03/17/2015 01:39:26 AM,03/17/2015 02:15:05 AM,03/17/2015 02:20:58 AM,03/17/2015 03:20:24 AM,NAT,Necessary Action Taken,N,6K01,S Claiborne Ave & Washington Ave,70125,6,"(0.0, 0.0)"
C1998015,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,03/17/2015 05:59:17 AM,03/17/2015 07:08:49 AM,03/17/2015 07:19:55 AM,03/17/2015 07:20:20 AM,UNF,UNFOUNDED,N,3I01,Lemoyne St & Gen Diaz St,70124,3,"(0.0, 0.0)"
C1999315,17J,JUVENILE ATTACHMENT,1F,17J,JUVENILE ATTACHMENT,1F,37369000,3513814,03/17/2015 06:33:16 AM,,03/17/2015 06:33:16 AM,03/17/2015 06:34:09 AM,RTF,REPORT TO FOLLOW,Y,8J02,004XX Loyola Ave,70112,8,"(0.0, 0.0)"
C2026715,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,03/17/2015 12:01:33 PM,,,03/17/2015 12:34:54 PM,DUP,DUPLICATE,N,5E01,049XX Royal St,70117,5,"(0.0, 0.0)"
C2009715,24,MEDICAL,2B,911,SILENT 911 CALL,2D,37369000,3513814,03/17/2015 09:02:24 AM,03/17/2015 09:03:14 AM,03/17/2015 09:09:05 AM,03/17/2015 09:20:12 AM,NAT,Necessary Action Taken,N,1E02,016XX Canal St,70112,1,"(0.0, 0.0)"
C2011415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/17/2015 09:21:03 AM,03/17/2015 09:34:48 AM,03/17/2015 09:34:51 AM,03/17/2015 09:56:28 AM,NAT,Necessary Action Taken,N,5L01,022XX N Miro St,70117,5,"(0.0, 0.0)"
C2020615,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,03/17/2015 11:00:05 AM,,,03/17/2015 12:24:42 PM,VOI,VOID,N,7O10,070XX Yorktown Dr,70127,7,"(0.0, 0.0)"
C2022615,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,03/17/2015 11:21:01 AM,03/17/2015 11:39:23 AM,03/17/2015 11:46:25 AM,03/17/2015 01:11:20 PM,NAT,Necessary Action Taken,N,6I02,027XX 2nd St,70113,6,"(0.0, 0.0)"
C2023615,103M,MENTAL PATIENT,1A,103,DISTURBANCE (OTHER),2A,37369000,3513814,03/17/2015 11:35:51 AM,03/17/2015 12:05:10 PM,03/17/2015 12:05:27 PM,03/17/2015 01:20:38 PM,NAT,Necessary Action Taken,N,5E01,Royal St & Deslonde St,70117,5,"(0.0, 0.0)"
C2025915,103M,MENTAL PATIENT,1A,103,DISTURBANCE (OTHER),1A,37369000,3513814,03/17/2015 11:54:00 AM,03/17/2015 12:58:39 PM,03/17/2015 01:01:04 PM,03/17/2015 01:39:17 PM,NAT,Necessary Action Taken,N,2O01,029XX General Taylor St,70115,2,"(0.0, 0.0)"
C2028215,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/17/2015 12:14:25 PM,03/17/2015 12:21:43 PM,03/17/2015 12:26:28 PM,03/17/2015 01:28:01 PM,NAT,Necessary Action Taken,N,3X01,030XX Saint Anthony Ave,70122,3,"(0.0, 0.0)"
C2039215,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,03/17/2015 02:05:03 PM,,,03/17/2015 04:19:16 PM,VOI,VOID,N,1I02,020XX Conti St,70112,1,"(0.0, 0.0)"
C2049215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/17/2015 03:40:36 PM,03/17/2015 03:41:22 PM,03/17/2015 03:51:09 PM,03/17/2015 04:12:39 PM,NAT,Necessary Action Taken,N,1L01,002XX S Gayoso St,70119,1,"(0.0, 0.0)"
C2056915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/17/2015 04:40:44 PM,03/17/2015 04:40:55 PM,03/17/2015 04:46:44 PM,03/17/2015 04:55:25 PM,NAT,Necessary Action Taken,N,7O10,070XX Salem Dr,70127,7,"(0.0, 0.0)"
C2080615,18,TRAFFIC INCIDENT,1H,18,TRAFFIC INCIDENT,1H,37369000,3513814,03/17/2015 07:42:14 PM,,03/17/2015 07:42:14 PM,03/17/2015 08:22:35 PM,NAT,Necessary Action Taken,Y,,014XX Pittari Pl,,0,"(0.0, 0.0)"
C2061815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/17/2015 05:22:53 PM,03/17/2015 05:25:16 PM,,03/17/2015 05:34:38 PM,UNF,UNFOUNDED,N,5B03,N Robertson St & Franklin Ave,70117,5,"(0.0, 0.0)"
C2109715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/18/2015 01:00:12 AM,03/18/2015 01:02:39 AM,03/18/2015 01:00:12 AM,03/18/2015 01:05:18 AM,NAT,Necessary Action Taken,Y,8D06,Bourbon St & St Peter St,70112,8,"(0.0, 0.0)"
C2064015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/17/2015 05:42:36 PM,03/17/2015 05:42:36 PM,,03/17/2015 05:49:57 PM,NAT,Necessary Action Taken,N,8C01,001XX Royal St,70130,8,"(0.0, 0.0)"
C2065115,24,MEDICAL,2B,103,DISTURBANCE (OTHER),2A,37369000,3513814,03/17/2015 05:47:58 PM,03/17/2015 05:51:04 PM,03/17/2015 05:54:41 PM,03/17/2015 07:13:28 PM,NAT,Necessary Action Taken,N,8D01,007XX Canal St,70130,8,"(0.0, 0.0)"
C2071415,24,MEDICAL,2B,29S,SUICIDE,2A,37369000,3513814,03/17/2015 06:26:51 PM,03/17/2015 06:28:18 PM,03/17/2015 06:35:08 PM,03/17/2015 06:54:54 PM,NAT,Necessary Action Taken,N,3U03,047XX Saint Ferdinand Dr,70126,3,"(0.0, 0.0)"
C2074615,43B,SEXUAL BATTERY,2B,43,SIMPLE RAPE,1A,37369000,3513814,03/17/2015 06:48:13 PM,03/17/2015 08:56:30 PM,03/17/2015 09:15:12 PM,03/17/2015 11:31:09 PM,RTF,REPORT TO FOLLOW,N,5K04,170XX N Miro,,5,"(0.0, 0.0)"
C2115015,24,MEDICAL,2B,911,SILENT 911 CALL,2D,37369000,3513814,03/18/2015 02:24:02 AM,03/18/2015 02:25:40 AM,03/18/2015 02:35:41 AM,03/18/2015 02:54:51 AM,NAT,Necessary Action Taken,N,5D03,043XX N Villere St,70117,5,"(0.0, 0.0)"
C2074915,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,03/17/2015 06:49:09 PM,03/17/2015 07:11:12 PM,03/17/2015 07:46:28 PM,03/17/2015 08:53:19 PM,RTF,REPORT TO FOLLOW,N,7E01,045XX Viola St,70126,7,"(0.0, 0.0)"
C2083915,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/17/2015 08:19:18 PM,,,03/17/2015 08:24:25 PM,VOI,VOID,N,2K02,086XX Cohn St,70118,2,"(0.0, 0.0)"
C2084315,24,MEDICAL,2B,103F,FIGHT,2B,37369000,3513814,03/17/2015 08:22:05 PM,03/17/2015 08:22:36 PM,03/17/2015 08:37:23 PM,03/17/2015 08:52:05 PM,NAT,Necessary Action Taken,N,8E05,Barracks St & Royal St,70116,8,"(0.0, 0.0)"
C2140215,24,MEDICAL,2B,103,DISTURBANCE (OTHER),2A,37369000,3513814,03/18/2015 09:11:06 AM,03/18/2015 09:12:09 AM,03/18/2015 09:21:39 AM,03/18/2015 10:19:25 AM,RTF,REPORT TO FOLLOW,N,4D05,037XX Tall Pines Dr,70131,4,"(0.0, 0.0)"
C2088115,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,03/17/2015 08:53:14 PM,03/17/2015 08:56:29 PM,03/17/2015 08:56:24 PM,03/17/2015 09:46:52 PM,UNF,UNFOUNDED,N,8G01,009XX Constance St,70130,8,"(0.0, 0.0)"
C2088715,21J,MISSING JUVENILE,1A,103,DISTURBANCE (OTHER),2A,37369000,3513814,03/17/2015 09:01:02 PM,03/17/2015 09:02:25 PM,03/17/2015 09:11:57 PM,03/17/2015 10:32:29 PM,RTF,REPORT TO FOLLOW,N,6F02,022XX Harmony St,70115,6,"(0.0, 0.0)"
C2095915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/17/2015 10:07:27 PM,03/17/2015 10:10:01 PM,03/17/2015 10:15:10 PM,03/17/2015 10:50:03 PM,NAT,Necessary Action Taken,N,8C03,004XX Royal St,70130,8,"(0.0, 0.0)"
